ΕΞΑΜΗΝΟ, ΜΑΘΗΜΑ, ΚΑΘΗΓΗΤΗΣ, ΤΜΗΜΑ, ΣΧΟΛΙΑ, ΩΡΑ, ΑΙΘΟΥΣΑ, ΗΜΕΡΑ
2, ΣΤΑΤΙΣΤΙΚΗ, Α. Ντέμος, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 13-15, Α21, Τρίτη
2, ΣΤΑΤΙΣΤΙΚΗ, Α. Ντέμος, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 11-13, Α21, Παρασκευή
2, ΣΤΑΤΙΣΤΙΚΗ, Α. Ντέμος, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 11-13, Η/Υ 3, Παρασκευή
4, ΔΙΕΘΝΕΙΣ ΟΡΓΑΝΙΣΜΟΙ, ΜΠΟΥΡΑΝΤΩΝΗΣ, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 9-11, Α25, Τρίτη
4, ΔΙΕΘΝΕΙΣ ΟΡΓΑΝΙΣΜΟΙ, ΜΠΟΥΡΑΝΤΩΝΗΣ, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 9-11, Α25, Παρασκευή
4, ΔΙΕΘΝΗΣ ΟΙΚΟΝΟΜΙΚΗ, Π. Καμμάς, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 15-17, Α22, Τρίτη
4, ΔΙΕΘΝΗΣ ΟΙΚΟΝΟΜΙΚΗ, Π. Καμμάς, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, ΦΡΟΝΤΙΣΤΗΡΙΟ, 17-19, Α22, Τρίτη
4, ΔΙΕΘΝΗΣ ΟΙΚΟΝΟΜΙΚΗ, Π. Καμμάς, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 11-13, Α25, Παρασκευή
4, ΕΥΡΩΠΑΪΚΟ ΔΙΚΑΙΟ , Α.ΠΛΙΑΚΟΣ, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 11-13, Δο, Τρίτη
4, ΕΥΡΩΠΑΪΚΟ ΔΙΚΑΙΟ , Α.ΠΛΙΑΚΟΣ, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 11-13, Δ12, Πέμπτη
4, ΜΙΚΡΟΟΙΚΟΝΟΜΙΚΗ ΙΙΙ, Κ. Ρουμανιάς, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 15-17, Α21, Δευτέρα
4, ΜΙΚΡΟΟΙΚΟΝΟΜΙΚΗ ΙΙΙ, Κ. Ρουμανιάς, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 15-17, Α25, Πέμπτη
4, ΟΙΚΟΝΟΜΕΤΡΙΑ ΙΙ, Φ. Κουντούρη, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, ΦΡΟΝΤΙΣΤΗΡΙΟ, 17-19, Α25, Δευτέρα
4, ΟΙΚΟΝΟΜΕΤΡΙΑ ΙΙ, Φ. Κουντούρη, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 13-15, Α25, Τρίτη
4, ΟΙΚΟΝΟΜΕΤΡΙΑ ΙΙ, Φ. Κουντούρη, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 9-11, A44, Πέμπτη
4, ΟΙΚΟΝΟΜΕΤΡΙΑ ΙΙ, Φ. Κουντούρη, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 13-15, A44, Πέμπτη
6,  ΟΙΚΟΝΟΜΕΤΡΙΚΕΣ ΕΦΑΡΜΟΓΕΣ,  Ι. Μπίλιας, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 15-17, A44, Τρίτη
6,  ΟΙΚΟΝΟΜΕΤΡΙΚΕΣ ΕΦΑΡΜΟΓΕΣ,  Ι. Μπίλιας, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, ΦΡΟΝΤΙΣΤΗΡΙΟ, 15-17, Η/Υ 1, Τετάρτη
6,  ΟΙΚΟΝΟΜΕΤΡΙΚΕΣ ΕΦΑΡΜΟΓΕΣ,  Ι. Μπίλιας, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 13-15, Δο, Παρασκευή
6,  ΟΙΚΟΝΟΜΕΤΡΙΚΕΣ ΕΦΑΡΜΟΓΕΣ,  Ι. Μπίλιας, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 13-15, EUROLAB, Παρασκευή
6, ΕΦΑΡΜΟΓΕΣ ΠΛΗΡΟΦΟΡΙΚΗΣ ΙΙ, Ε. Βραχνός, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 15-17, EUROLAB, Πέμπτη
6, ΕΦΑΡΜΟΓΕΣ ΠΛΗΡΟΦΟΡΙΚΗΣ ΙΙ, Ε. Βραχνός, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 17-19, Η/Υ 1, Παρασκευή
6, ΘΕΜΑΤΑ ΔΙΕΘΝΟΥΣ ΟΙΚΟΝΟΜΙΑΣ , Π. ΚΩΝΣΤΑΝΤΙΝΟΥ, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 11-13, Α25, Τρίτη
6, ΘΕΜΑΤΑ ΔΙΕΘΝΟΥΣ ΟΙΚΟΝΟΜΙΑΣ , Π. ΚΩΝΣΤΑΝΤΙΝΟΥ, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 11-13, Δο, Παρασκευή
6, ΜΑΚΡΟΟΙΚΟΝΟΜΙΚΗ ΙΙΙ,  ΟΙΚΟΝΟΜΙΔΗΣ, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 17-19, Α24, Τρίτη
6, ΜΑΚΡΟΟΙΚΟΝΟΜΙΚΗ ΙΙΙ,  ΟΙΚΟΝΟΜΙΔΗΣ, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 17-19, Α25, Πέμπτη
6, ΣΥΓΚΡΙΤΙΚΗ ΠΟΛΙΤΙΚΗ, Γ. ΠΑΓΟΥΛΑΤΟΣ, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 15-17, Α25, Δευτέρα
6, ΣΥΓΚΡΙΤΙΚΗ ΠΟΛΙΤΙΚΗ, Γ. ΠΑΓΟΥΛΑΤΟΣ, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 13-15, Δ12, Τετάρτη
6, ΦΟΡΟΛΟΓΙΚΕΣ ΠΟΛΙΤΙΚΕΣ, Ν. Χριστοδουλάκης, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 11-13, Α22, Δευτέρα
6, ΦΟΡΟΛΟΓΙΚΕΣ ΠΟΛΙΤΙΚΕΣ, Ν. Χριστοδουλάκης, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, ΦΡΟΝΤΙΣΤΗΡΙΟ, 13-15, Α22, Δευτέρα
6, ΦΟΡΟΛΟΓΙΚΕΣ ΠΟΛΙΤΙΚΕΣ, Ν. Χριστοδουλάκης, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 11-13, Δ22, Τετάρτη
8,  ΔΙΚΑΙΟ  ΑΝΤΑΓΩΝΙΣΜΟΥ & ΕΠΟΠΤΕΙΑΣ ΑΓΟΡΩΝ Ε.Ε., Γ.ΚΑΡΥΔΗΣ, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 13-15, Α48, Δευτέρα
8,  ΔΙΚΑΙΟ  ΑΝΤΑΓΩΝΙΣΜΟΥ & ΕΠΟΠΤΕΙΑΣ ΑΓΟΡΩΝ Ε.Ε., Γ.ΚΑΡΥΔΗΣ, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 13-15, Α21, Παρασκευή
8, ΘΕΩΡΙΑ ΚΑΙ ΠΟΛΙΤΙΚΗ ΤΟΥ ΔΙΕΘΝΟΥΣ ΕΜΠΟΡΙΟΥ, Π. Χατζηπαναγιώτου, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 11-13, Α22, Τρίτη
8, ΘΕΩΡΙΑ ΚΑΙ ΠΟΛΙΤΙΚΗ ΤΟΥ ΔΙΕΘΝΟΥΣ ΕΜΠΟΡΙΟΥ, Π. Χατζηπαναγιώτου, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 13-15, A44, Τετάρτη
8, ΘΕΩΡΙΑ ΚΑΙ ΠΟΛΙΤΙΚΗ ΤΟΥ ΔΙΕΘΝΟΥΣ ΕΜΠΟΡΙΟΥ, Π. Χατζηπαναγιώτου, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, ΦΡΟΝΤΙΣΤΗΡΙΟ, 17-19, Α23, Παρασκευή
8, ΠΕΡΙΦΕΡΕΙΑΚΗ ΑΝΑΠΤΥΞΗ ΚΑΙ ΔΙΑΡΘΡΩΤΙΚΕΣ ΠΟΛΙΤΙΚΕΣ ΤΗΣ ΕΕ, Α. Χριστοφόρου, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 13-15, Δο, Τρίτη
8, ΠΕΡΙΦΕΡΕΙΑΚΗ ΑΝΑΠΤΥΞΗ ΚΑΙ ΔΙΑΡΘΡΩΤΙΚΕΣ ΠΟΛΙΤΙΚΕΣ ΤΗΣ ΕΕ, Α. Χριστοφόρου, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 15-17, Α22, Πέμπτη
8, ΠΟΛΙΤΙΚΗ ΟΙΚΟΝΟΜΙΑ ΤΗΣ ΕΕ, Γ. ΠΑΓΟΥΛΑΤΟΣ, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 17-19, Α22, Δευτέρα
8, ΠΟΛΙΤΙΚΗ ΟΙΚΟΝΟΜΙΑ ΤΗΣ ΕΕ, Γ. ΠΑΓΟΥΛΑΤΟΣ, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 11-13, A44, Τετάρτη
8, ΤΕΧΝΙΚΕΣ ΜΙΚΡΟΠΡΟΣΟΜΟΙΩΣΗΣ ΓΙΑ ΤΙΣ ΚΟΙΝΩΝΙΚΕΣ ΕΠΙΣΤΗΜΕΣ, Χ. Λεβέντη, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 15-17, EUROLAB, Δευτέρα
8, ΤΕΧΝΙΚΕΣ ΜΙΚΡΟΠΡΟΣΟΜΟΙΩΣΗΣ ΓΙΑ ΤΙΣ ΚΟΙΝΩΝΙΚΕΣ ΕΠΙΣΤΗΜΕΣ, Χ. Λεβέντη, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 15-17, EUROLAB, Τρίτη
8, ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗ ΟΙΚΟΝΟΜΕΤΡΙΑ, Α. ΝΤΕΜΟΣ, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 11-13, Η/Υ 2, Δευτέρα
8, ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗ ΟΙΚΟΝΟΜΕΤΡΙΑ, Α. ΝΤΕΜΟΣ, Διεθνών και Ευρωπαϊκών Οικονομικών Σπουδών, -, 15-17, Η/Υ 2, Παρασκευή
2, ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΟΙΚΟΝΟΜΙΚΗ ΘΕΩΡΙΑ, Α. ΚΑΖΑΝΑΣ, Διοικητικής Επιστήμης και Τεχνολογίας, -, 15-17, Δο, Δευτέρα
2, ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΟΙΚΟΝΟΜΙΚΗ ΘΕΩΡΙΑ, Α. ΚΑΖΑΝΑΣ, Διοικητικής Επιστήμης και Τεχνολογίας, -, 17-19, Δ23, Τρίτη
2, ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΟΙΚΟΝΟΜΙΚΗ ΘΕΩΡΙΑ, Α. ΚΑΖΑΝΑΣ, Διοικητικής Επιστήμης και Τεχνολογίας, ΦΡΟΝΤΙΣΤΗΡΙΟ, 19-21, Α31, Τρίτη
2, ΛΟΓΙΣΤΙΚΗ ΙΙ, Γ. ΣΙΟΥΓΛΕ, Διοικητικής Επιστήμης και Τεχνολογίας, -, 9-11, Α31, Τετάρτη
2, ΛΟΓΙΣΤΙΚΗ ΙΙ, Γ. ΣΙΟΥΓΛΕ, Διοικητικής Επιστήμης και Τεχνολογίας, -, 9-11, Α31, Πέμπτη
2, ΜΑΘΗΜΑΤΙΚΑ ΙΙ, Ε. ΚΡΗΤΙΚΟΣ, Διοικητικής Επιστήμης και Τεχνολογίας, ΦΡΟΝΤΙΣΤΗΡΙΟ, 9-11, Α31, Δευτέρα
2, ΜΑΘΗΜΑΤΙΚΑ ΙΙ, Ε. ΚΡΗΤΙΚΟΣ, Διοικητικής Επιστήμης και Τεχνολογίας, -, 15-17, Δο, Τετάρτη
2, ΜΑΘΗΜΑΤΙΚΑ ΙΙ, Ε. ΚΡΗΤΙΚΟΣ, Διοικητικής Επιστήμης και Τεχνολογίας, -, 11-13, Α31, Πέμπτη
2, ΜΑΘΗΜΑΤΙΚΑ ΙΙ, Ε. ΚΡΗΤΙΚΟΣ, Διοικητικής Επιστήμης και Τεχνολογίας, ΦΡΟΝΤΙΣΤΗΡΙΟ, 13-15, Η/Υ 3, Πέμπτη
2, ΜΑΘΗΜΑΤΙΚΑ ΙΙ, Ε. ΚΡΗΤΙΚΟΣ, Διοικητικής Επιστήμης και Τεχνολογίας, ΦΡΟΝΤΙΣΤΗΡΙΟ, 17-19, Η/Υ 3, Πέμπτη
2, ΠΟΣΟΤΙΚΕΣ ΜΕΘΟΔΟΙ ΣΤΗΝ ΟΙΚΟΝΟΜΙΑ ΚΑΙ ΤΗΝ ΔΙΟΙΚΗΣΗ  ΙΙ, Μ. Ζαχαριάδης, Διοικητικής Επιστήμης και Τεχνολογίας, -, 17-19, Δο, Δευτέρα
2, ΠΟΣΟΤΙΚΕΣ ΜΕΘΟΔΟΙ ΣΤΗΝ ΟΙΚΟΝΟΜΙΑ ΚΑΙ ΤΗΝ ΔΙΟΙΚΗΣΗ  ΙΙ, Μ. Ζαχαριάδης, Διοικητικής Επιστήμης και Τεχνολογίας, -, 13-15, Α31, Τρίτη
2, ΠΟΣΟΤΙΚΕΣ ΜΕΘΟΔΟΙ ΣΤΗΝ ΟΙΚΟΝΟΜΙΑ ΚΑΙ ΤΗΝ ΔΙΟΙΚΗΣΗ  ΙΙ, Μ. Ζαχαριάδης, Διοικητικής Επιστήμης και Τεχνολογίας, ΦΡΟΝΤΙΣΤΗΡΙΟ, 15-17, Δ23, Τρίτη
2, ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ Ι, Γ. ΛΕΚΑΚΟΣ, Διοικητικής Επιστήμης και Τεχνολογίας, -, 11-13, Α31, Δευτέρα
2, ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ Ι, Γ. ΛΕΚΑΚΟΣ, Διοικητικής Επιστήμης και Τεχνολογίας, ΦΡΟΝΤΙΣΤΗΡΙΟ, 13-15, Η/Υ1 Η/Υ 2, Δευτέρα
2, ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ Ι, Γ. ΛΕΚΑΚΟΣ, Διοικητικής Επιστήμης και Τεχνολογίας, -, 15-17, Δο, Πέμπτη
2, ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ Ι, Γ. ΛΕΚΑΚΟΣ, Διοικητικής Επιστήμης και Τεχνολογίας, ΦΡΟΝΤΙΣΤΗΡΙΟ, 15-17, Α21, Παρασκευή
2, ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ Ι, Γ. ΛΕΚΑΚΟΣ, Διοικητικής Επιστήμης και Τεχνολογίας, ΦΡΟΝΤΙΣΤΗΡΙΟ, 13-15, Η/Υ 3, Παρασκευή
2, ΣΥΓΧΡΟΝΑ ΘΕΜΑΤΑ ΚΑΙ ΤΑΣΕΙΣ ΣΤΗ ΔΙΟΙΚΗΣΗ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑ, Ε. ΒΟΥΔΟΥΡΗ, Διοικητικής Επιστήμης και Τεχνολογίας, -, 11-13, Α31, Τετάρτη
2, ΣΥΓΧΡΟΝΑ ΘΕΜΑΤΑ ΚΑΙ ΤΑΣΕΙΣ ΣΤΗ ΔΙΟΙΚΗΣΗ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑ, Ε. ΒΟΥΔΟΥΡΗ, Διοικητικής Επιστήμης και Τεχνολογίας, -, 13-15, Α31, Τετάρτη
4, ΑΛΓΟΡΙΘΜΟΙ ΚΑΙ ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ, Π.ΛΟΥΡΙΔΑΣ, Διοικητικής Επιστήμης και Τεχνολογίας, -, 11-13, Δ23, Δευτέρα
4, ΑΛΓΟΡΙΘΜΟΙ ΚΑΙ ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ, Π.ΛΟΥΡΙΔΑΣ, Διοικητικής Επιστήμης και Τεχνολογίας, -, 11-13, Δ23, Τετάρτη
4, ΑΛΓΟΡΙΘΜΟΙ ΚΑΙ ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ, Π.ΛΟΥΡΙΔΑΣ, Διοικητικής Επιστήμης και Τεχνολογίας, ΦΡΟΝΤΙΣΤΗΡΙΟ, 15-17, Δ23, Παρασκευή
4, ΑΝΑΛΥΣΗ ΚΑΙ ΣΧΕΔΙΑΣΜΟΣ ΠΛΗΡΟΦΟΡΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ, Ν. ΠΟΥΛΟΥΔΗ, Διοικητικής Επιστήμης και Τεχνολογίας, -, 13-15, Δ23, Πέμπτη
4, ΑΝΑΛΥΣΗ ΚΑΙ ΣΧΕΔΙΑΣΜΟΣ ΠΛΗΡΟΦΟΡΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ, Ν. ΠΟΥΛΟΥΔΗ, Διοικητικής Επιστήμης και Τεχνολογίας, ΦΡΟΝΤΙΣΤΗΡΙΟ, 15-17, Δ23, Πέμπτη
4, ΑΝΑΛΥΣΗ ΚΑΙ ΣΧΕΔΙΑΣΜΟΣ ΠΛΗΡΟΦΟΡΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ, Ν. ΠΟΥΛΟΥΔΗ, Διοικητικής Επιστήμης και Τεχνολογίας, -, 13-15, Α23, Παρασκευή
4, ΔΙΑΧΕΙΡΙΣΗ ΑΝΘΡΩΠΙΝΩΝ ΠΟΡΩΝ, Κ. Γεωργίου, Διοικητικής Επιστήμης και Τεχνολογίας, -, 13-15, Α31, Δευτέρα
4, ΔΙΑΧΕΙΡΙΣΗ ΑΝΘΡΩΠΙΝΩΝ ΠΟΡΩΝ, Κ. Γεωργίου, Διοικητικής Επιστήμης και Τεχνολογίας, -, 13-15, Α23, Τρίτη
4, ΜΑΘΗΜΑΤΙΚΟΣ ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ, Γ. Μούρτος, Διοικητικής Επιστήμης και Τεχνολογίας, -, 9-11, Δ23, Δευτέρα
4, ΜΑΘΗΜΑΤΙΚΟΣ ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ, Γ. Μούρτος, Διοικητικής Επιστήμης και Τεχνολογίας, -, 9-11, Δ23, Τετάρτη
4, ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗ ΔΙΟΙΚΗΣΗ, Α. ΡΕΦΕΝΕΣ, Διοικητικής Επιστήμης και Τεχνολογίας, ΦΡΟΝΤΙΣΤΗΡΙΟ, 15-17, Υ1, Τρίτη
4, ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗ ΔΙΟΙΚΗΣΗ, Α. ΡΕΦΕΝΕΣ, Διοικητικής Επιστήμης και Τεχνολογίας, -, 17-19, Α21, Παρασκευή
4, ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗ ΔΙΟΙΚΗΣΗ, Α. ΡΕΦΕΝΕΣ, Διοικητικής Επιστήμης και Τεχνολογίας, -, 19-21, Α21, Παρασκευή
6, ΑΝΑΛΥΣΗ ΚΑΙ ΜΟΝΤΕΛΟΠΟΙΗΣΗ ΔΙΑΔΙΚΑΣΙΩΝ ΚΑΙ ΣΥΣΤΗΜΑΤΩΝ, Α. ΠΟΥΛΥΜΕΝΑΚΟΥ, Διοικητικής Επιστήμης και Τεχνολογίας, ΦΡΟΝΤΙΣΤΗΡΙΟ, 13-15, Δ102, Τρίτη
6, ΑΝΑΛΥΣΗ ΚΑΙ ΜΟΝΤΕΛΟΠΟΙΗΣΗ ΔΙΑΔΙΚΑΣΙΩΝ ΚΑΙ ΣΥΣΤΗΜΑΤΩΝ, Α. ΠΟΥΛΥΜΕΝΑΚΟΥ, Διοικητικής Επιστήμης και Τεχνολογίας, -, 13-15, Τ106, Τετάρτη
6, ΑΝΑΛΥΣΗ ΚΑΙ ΜΟΝΤΕΛΟΠΟΙΗΣΗ ΔΙΑΔΙΚΑΣΙΩΝ ΚΑΙ ΣΥΣΤΗΜΑΤΩΝ, Α. ΠΟΥΛΥΜΕΝΑΚΟΥ, Διοικητικής Επιστήμης και Τεχνολογίας, -, 15-17, Τ106, Τετάρτη
6, ΑΝΑΠΤΥΞΗ ΑΞΙΟΠΙΣΤΟΥ ΚΑΙ ΑΣΦΑΛΟΥΣ ΛΟΓΙΣΜΙΚΟΥ, Δ. Μητρόπουλος, Διοικητικής Επιστήμης και Τεχνολογίας, -, 17-19, Δ23, Παρασκευή
6, ΑΝΑΠΤΥΞΗ ΑΞΙΟΠΙΣΤΟΥ ΚΑΙ ΑΣΦΑΛΟΥΣ ΛΟΓΙΣΜΙΚΟΥ, Δ. Μητρόπουλος, Διοικητικής Επιστήμης και Τεχνολογίας, -, 19-21, Δ23, Παρασκευή
6, ΔΙΑΧΕΙΡΙΣΗ ΨΗΦΙΑΚΟΥ ΠΕΡΙΕΧΟΜΕΝΟΥ ΚΑΙ ΕΠΙΚΟΙΝΩΝΙΑ ΑΝΘΡΩΠΟΥ-ΥΠΟΛΟΓΙΣΤΗ, Γ.ΛΕΚΑΚΟΣ, Διοικητικής Επιστήμης και Τεχνολογίας, -, 15-17, Α31, Τρίτη
6, ΔΙΑΧΕΙΡΙΣΗ ΨΗΦΙΑΚΟΥ ΠΕΡΙΕΧΟΜΕΝΟΥ ΚΑΙ ΕΠΙΚΟΙΝΩΝΙΑ ΑΝΘΡΩΠΟΥ-ΥΠΟΛΟΓΙΣΤΗ, Γ.ΛΕΚΑΚΟΣ, Διοικητικής Επιστήμης και Τεχνολογίας, -, 17-19, Α31, Τρίτη
6, ΔΙΟΙΚΗΣΗ ΑΝΘΡΩΠΙΝΩΝ ΠΟΡΩΝ ΣΤΗΝ ΨΗΦΙΑΚΗ ΕΠΟΧΗ,  Ι. ΝΙΚΟΛΑΟΥ, Διοικητικής Επιστήμης και Τεχνολογίας, -, 9-11, Α23, Παρασκευή
6, ΔΙΟΙΚΗΣΗ ΑΝΘΡΩΠΙΝΩΝ ΠΟΡΩΝ ΣΤΗΝ ΨΗΦΙΑΚΗ ΕΠΟΧΗ,  Ι. ΝΙΚΟΛΑΟΥ, Διοικητικής Επιστήμης και Τεχνολογίας, -, 11-13, Α23, Παρασκευή
6, ΔΙΟΙΚΗΣΗ ΔΙΕΘΝΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ, Ι. Δεληγιάννη, Διοικητικής Επιστήμης και Τεχνολογίας, -, 9-11, Υ1, Δευτέρα
6, ΔΙΟΙΚΗΣΗ ΔΙΕΘΝΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ, Ι. Δεληγιάννη, Διοικητικής Επιστήμης και Τεχνολογίας, -, 11-13, Υ1, Δευτέρα
6, ΔΙΟΙΚΗΣΗ ΕΦΟΔΙΑΣΤΙΚΗΣ ΑΛΥΣΙΔΑΣ,  K. ΑΝΡΟΥΤΣΟΠΟΥΛΟΣ, Διοικητικής Επιστήμης και Τεχνολογίας, -, 13-15, A44, Τρίτη
